Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,33.0,33.290000915527344,32.2400016784668,32.380001068115234,32.380001068115234,14340200
2021-01-05,33.380001068115234,34.119998931884766,33.380001068115234,33.939998626708984,33.939998626708984,13616800
2021-01-06,33.939998626708984,34.470001220703125,33.560001373291016,34.11000061035156,34.11000061035156,7461100
2021-01-07,34.349998474121094,34.59000015258789,34.290000915527344,34.529998779296875,34.529998779296875,4103100
2021-01-08,34.93000030517578,35.5,34.75,35.43000030517578,35.43000030517578,7554600
2021-01-11,34.880001068115234,35.40999984741211,34.810001373291016,35.2599983215332,35.2599983215332,5100500
2021-01-12,35.650001525878906,36.0099983215332,35.56999969482422,35.900001525878906,35.900001525878906,4185800
2021-01-13,35.77000045776367,36.099998474121094,35.599998474121094,35.79999923706055,35.79999923706055,4457000
2021-01-14,35.70000076293945,36.31999969482422,35.61000061035156,36.2400016784668,36.2400016784668,5175000
2021-01-15,35.720001220703125,35.81999969482422,35.130001068115234,35.34000015258789,35.34000015258789,5492200
2021-01-19,35.709999084472656,35.88999938964844,35.529998779296875,35.75,35.75,3804300
2021-01-20,36.13999938964844,36.20000076293945,35.689998626708984,35.790000915527344,35.790000915527344,3222600
2021-01-21,35.81999969482422,36.0,35.63999938964844,35.7599983215332,35.7599983215332,3010300
2021-01-22,34.959999084472656,35.619998931884766,34.90999984741211,35.22999954223633,35.22999954223633,4673300
2021-01-25,35.11000061035156,35.65999984741211,35.029998779296875,35.59000015258789,35.59000015258789,4134500
2021-01-26,35.689998626708984,35.79999923706055,35.380001068115234,35.45000076293945,35.45000076293945,2628100
2021-01-27,35.40999984741211,35.93000030517578,35.02000045776367,35.5,35.5,4918800
2021-01-28,35.91999816894531,36.0099983215332,35.220001220703125,35.25,35.25,5409000
2021-01-29,35.63999938964844,35.77000045776367,35.11000061035156,35.18000030517578,35.18000030517578,3916100
2021-02-01,35.77000045776367,36.18000030517578,35.25,36.119998931884766,36.119998931884766,6051400
2021-02-02,36.970001220703125,37.04999923706055,36.720001220703125,36.81999969482422,36.81999969482422,6274700
2021-02-03,37.189998626708984,37.779998779296875,37.189998626708984,37.439998626708984,37.439998626708984,6804100
2021-02-04,37.61000061035156,37.95000076293945,37.20000076293945,37.810001373291016,37.810001373291016,5033700
2021-02-05,38.33000183105469,38.400001525878906,37.95000076293945,38.189998626708984,38.189998626708984,4379100
2021-02-08,38.470001220703125,38.97999954223633,38.470001220703125,38.939998626708984,38.939998626708984,4216200
2021-02-09,38.70000076293945,39.209999084472656,38.52000045776367,39.16999816894531,39.16999816894531,4904300
2021-02-10,39.2400016784668,39.470001220703125,39.0099983215332,39.279998779296875,39.279998779296875,5053600
2021-02-11,39.31999969482422,39.380001068115234,38.869998931884766,38.970001220703125,38.970001220703125,3738000
2021-02-12,39.0099983215332,40.06999969482422,39.0099983215332,39.939998626708984,39.939998626708984,5785100
2021-02-16,40.189998626708984,40.470001220703125,40.04999923706055,40.45000076293945,40.45000076293945,5467400
2021-02-17,40.27000045776367,40.959999084472656,40.130001068115234,40.88999938964844,40.88999938964844,7391500
2021-02-18,41.09000015258789,41.130001068115234,40.11000061035156,40.27000045776367,40.27000045776367,6708600
2021-02-19,40.2599983215332,40.4900016784668,39.54999923706055,39.68000030517578,39.68000030517578,5537500
2021-02-22,40.54999923706055,41.41999816894531,40.54999923706055,41.279998779296875,41.279998779296875,5814300
2021-02-23,41.150001525878906,41.72999954223633,40.7400016784668,41.619998931884766,41.619998931884766,5638200
2021-02-24,41.880001068115234,42.56999969482422,41.790000915527344,42.5,42.5,6504700
2021-02-25,42.31999969482422,42.77000045776367,42.150001525878906,42.459999084472656,42.459999084472656,4515200
2021-02-26,42.119998931884766,42.13999938964844,41.119998931884766,41.310001373291016,41.310001373291016,5913100
2021-03-01,41.29999923706055,41.61000061035156,40.310001373291016,40.599998474121094,40.599998474121094,6956000
2021-03-02,40.95000076293945,41.06999969482422,40.06999969482422,40.06999969482422,40.06999969482422,8272200
2021-03-03,40.880001068115234,41.650001525878906,40.54999923706055,41.13999938964844,41.13999938964844,4764400
2021-03-04,41.869998931884766,43.459999084472656,41.5,43.06999969482422,43.06999969482422,11815300
2021-03-05,44.08000183105469,44.5099983215332,43.90999984741211,44.439998626708984,44.439998626708984,7883300
2021-03-08,44.119998931884766,44.2400016784668,43.43000030517578,43.5,43.5,5083900
2021-03-09,43.72999954223633,43.81999969482422,43.06999969482422,43.11000061035156,43.11000061035156,5503200
2021-03-10,43.279998779296875,43.810001373291016,42.790000915527344,43.7400016784668,43.7400016784668,5733300
2021-03-11,43.90999984741211,44.63999938964844,43.709999084472656,44.599998474121094,44.599998474121094,6588700
2021-03-12,44.36000061035156,44.630001068115234,44.22999954223633,44.349998474121094,44.349998474121094,4643200
2021-03-15,43.900001525878906,44.34000015258789,43.459999084472656,44.2599983215332,44.2599983215332,5710000
2021-03-16,43.56999969482422,44.099998474121094,43.31999969482422,43.83000183105469,43.83000183105469,4932400
2021-03-17,43.689998626708984,43.93000030517578,43.2400016784668,43.81999969482422,43.81999969482422,5837900
2021-03-18,42.9900016784668,43.060001373291016,39.709999084472656,40.470001220703125,40.470001220703125,18801800
2021-03-19,40.83000183105469,41.9900016784668,40.2599983215332,41.77000045776367,41.77000045776367,6430000
2021-03-22,41.970001220703125,42.18000030517578,41.59000015258789,41.709999084472656,41.709999084472656,4162300
2021-03-23,40.290000915527344,40.90999984741211,39.27000045776367,39.369998931884766,39.369998931884766,12356900
2021-03-24,40.689998626708984,41.83000183105469,40.529998779296875,41.45000076293945,41.45000076293945,11330200
2021-03-25,40.470001220703125,40.619998931884766,39.310001373291016,39.88999938964844,39.88999938964844,9477000
2021-03-26,41.380001068115234,41.83000183105469,41.25,41.529998779296875,41.529998779296875,10091000
2021-03-29,41.22999954223633,41.959999084472656,40.95000076293945,41.91999816894531,41.91999816894531,6376300
2021-03-30,41.15999984741211,41.65999984741211,41.040000915527344,41.16999816894531,41.16999816894531,4151600
2021-03-31,40.9900016784668,41.70000076293945,40.220001220703125,40.529998779296875,40.529998779296875,6368600
2021-04-01,41.470001220703125,42.18000030517578,40.29999923706055,41.84000015258789,41.84000015258789,11598400
2021-04-05,41.209999084472656,41.2599983215332,39.52000045776367,40.279998779296875,40.279998779296875,9801000
2021-04-06,41.15999984741211,41.689998626708984,40.58000183105469,40.70000076293945,40.70000076293945,6734200
2021-04-07,40.540000915527344,41.04999923706055,39.90999984741211,40.86000061035156,40.86000061035156,9987600
2021-04-08,40.63999938964844,40.93000030517578,40.27000045776367,40.81999969482422,40.81999969482422,4288200
2021-04-09,40.619998931884766,40.869998931884766,40.47999954223633,40.63999938964844,40.63999938964844,3705600
2021-04-12,41.279998779296875,41.56999969482422,40.77000045776367,40.900001525878906,40.900001525878906,5998400
2021-04-13,41.33000183105469,41.47999954223633,41.150001525878906,41.400001525878906,41.400001525878906,5063600
2021-04-14,42.150001525878906,43.38999938964844,42.0099983215332,43.040000915527344,43.040000915527344,9353500
2021-04-15,43.060001373291016,43.439998626708984,42.880001068115234,43.27000045776367,43.27000045776367,4391600
2021-04-16,43.34000015258789,43.380001068115234,42.97999954223633,43.18000030517578,43.18000030517578,4680000
2021-04-19,43.220001220703125,43.4900016784668,43.04999923706055,43.31999969482422,43.31999969482422,3324500
2021-04-20,43.349998474121094,43.41999816894531,42.040000915527344,42.7400016784668,42.7400016784668,6415200
2021-04-21,41.790000915527344,42.54999923706055,41.720001220703125,41.77000045776367,41.77000045776367,5800300
2021-04-22,42.2400016784668,42.2599983215332,41.599998474121094,42.09000015258789,42.09000015258789,3278100
2021-04-23,41.90999984741211,42.61000061035156,41.849998474121094,42.459999084472656,42.459999084472656,4206300
2021-04-26,41.779998779296875,42.52000045776367,41.7400016784668,42.33000183105469,42.33000183105469,3150900
2021-04-27,42.65999984741211,43.189998626708984,42.47999954223633,43.11000061035156,43.11000061035156,3454400
2021-04-28,43.439998626708984,43.970001220703125,43.36000061035156,43.529998779296875,43.529998779296875,5500900
2021-04-29,44.470001220703125,44.61000061035156,43.84000015258789,44.2599983215332,44.2599983215332,5920400
2021-04-30,43.380001068115234,43.54999923706055,43.04999923706055,43.27000045776367,43.27000045776367,5007000
2021-05-03,43.560001373291016,44.09000015258789,43.54999923706055,43.97999954223633,43.97999954223633,3309500
2021-05-04,44.7400016784668,44.90999984741211,44.33000183105469,44.869998931884766,44.869998931884766,5357600
2021-05-05,45.22999954223633,45.540000915527344,44.38999938964844,44.65999984741211,44.65999984741211,6912400
2021-05-06,44.79999923706055,44.81999969482422,44.150001525878906,44.40999984741211,44.40999984741211,6635600
2021-05-07,44.060001373291016,44.630001068115234,43.90999984741211,44.43000030517578,44.43000030517578,4252900
2021-05-10,44.849998474121094,44.90999984741211,43.900001525878906,44.47999954223633,44.47999954223633,4391900
2021-05-11,43.91999816894531,44.93000030517578,43.91999816894531,44.869998931884766,44.869998931884766,6925400
2021-05-12,45.130001068115234,45.70000076293945,45.099998474121094,45.220001220703125,45.220001220703125,6838000
2021-05-13,43.97999954223633,44.47999954223633,43.349998474121094,43.810001373291016,43.810001373291016,7610000
2021-05-14,44.439998626708984,44.790000915527344,44.34000015258789,44.709999084472656,44.709999084472656,5058400
2021-05-17,44.880001068115234,45.40999984741211,44.86000061035156,45.38999938964844,45.38999938964844,3831000
2021-05-18,45.130001068115234,45.38999938964844,43.939998626708984,44.84000015258789,44.84000015258789,9166100
2021-05-19,43.70000076293945,43.70000076293945,42.529998779296875,43.43000030517578,43.43000030517578,9180000
2021-05-20,43.2400016784668,43.31999969482422,42.31999969482422,42.47999954223633,42.47999954223633,5320000
2021-05-21,43.5,43.79999923706055,43.369998931884766,43.70000076293945,43.70000076293945,4204900
2021-05-24,44.279998779296875,45.150001525878906,44.11000061035156,45.02000045776367,45.02000045776367,5146000
2021-05-25,45.06999969482422,45.310001373291016,44.779998779296875,44.91999816894531,44.91999816894531,3602800
2021-05-26,44.7400016784668,45.29999923706055,44.63999938964844,45.20000076293945,45.20000076293945,3817100
2021-05-27,45.189998626708984,45.63999938964844,45.04999923706055,45.54999923706055,45.54999923706055,3193000
2021-05-28,45.81999969482422,45.93000030517578,45.18000030517578,45.41999816894531,45.41999816894531,4847100
2021-06-01,46.58000183105469,46.939998626708984,45.970001220703125,46.33000183105469,46.33000183105469,6374900
2021-06-02,46.560001373291016,47.029998779296875,46.36000061035156,46.900001525878906,46.900001525878906,3682400
2021-06-03,47.099998474121094,47.150001525878906,46.5099983215332,46.970001220703125,46.970001220703125,3378700
2021-06-04,47.45000076293945,47.4900016784668,47.0099983215332,47.2599983215332,47.2599983215332,3654400
2021-06-07,47.34000015258789,47.540000915527344,47.06999969482422,47.27000045776367,47.27000045776367,3871200
2021-06-08,47.08000183105469,47.900001525878906,46.79999923706055,47.880001068115234,47.880001068115234,5129100
2021-06-09,47.95000076293945,48.099998474121094,47.41999816894531,47.58000183105469,47.58000183105469,4609200
2021-06-10,47.9900016784668,48.15999984741211,46.900001525878906,47.83000183105469,47.83000183105469,8677300
2021-06-11,47.93000030517578,48.25,47.88999938964844,48.06999969482422,48.06999969482422,4385300
2021-06-14,48.400001525878906,48.61000061035156,48.08000183105469,48.31999969482422,48.31999969482422,4764900
2021-06-15,48.68000030517578,49.0099983215332,48.630001068115234,48.97999954223633,48.97999954223633,4356400
2021-06-16,48.86000061035156,49.459999084472656,48.75,48.75,48.75,6152600
2021-06-17,48.91999816894531,49.0,47.33000183105469,48.040000915527344,48.040000915527344,11054200
